Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
Finite Element Plastic Limit Loads of Complex Cracks in Pipes with Two-Layered Materials,Finite Element Plastic Limit Loads of Complex Cracks in Pipes with Two-Layered Materials,,157,113.897556,5,0.487029,0.537285,0.000941,1
Zno nanorods-based piezoelectric nanogenerators on double-sided conducting paper,Zno nanorods-based piezoelectric nanogenerators on double-sided conducting paper,,26,19.873781,5,0.447692,0.470304,0.000605,1
Cardiometabolic risk factor in obese and normal weight individuals in community dwelling men,Cardiometabolic risk factor in obese and normal weight individuals in community dwelling men,,9,7.778759,5,0.378783,0.403351,0.000048,1
A robust emulation of mechanical loads using a disturbance-observer,A robust emulation of mechanical loads using a disturbance-observer,,13,10.56485,5,0.438088,0.458562,0.000176,1
Effect of titanium addition on mechanical properties of Mo-Si-B alloys,Effect of titanium addition on mechanical properties of Mo-Si-B alloys,,4,3.069079,6,0.31098,0.31996,0,1
"Ratiometric fluorescence In3+ sensing via In3+-triggered tautomerization: Its applications to water samples, live cells and zebrafish","Ratiometric fluorescence In3+ sensing via In3+-triggered tautomerization: Its applications to water samples, live cells and zebrafish",,40,30.211124,5,0.455399,0.480398,0.000058,1
Prediction of the effects of management practices on discharge and mineral nitrogen yield from paddy fields under future climate using APEX-paddy model,Prediction of the effects of management practices on discharge and mineral nitrogen yield from paddy fields under future climate using APEX-paddy model,,54,39.290497,5,0.459534,0.487772,0.00171,1
Path planning for multi-arm manipulators using deep reinforcement learning: Soft actor–critic with hindsight experience replay,Path planning for multi-arm manipulators using deep reinforcement learning: Soft actor–critic with hindsight experience replay,,43,31.100232,5,0.45665,0.481873,0.000128,1
Centrifuge modeling of disconnected piled raft using vertical pushover tests,Centrifuge modeling of disconnected piled raft using vertical pushover tests,,123,89.829112,5,0.477441,0.520604,0.001285,1
Experimental and numerical investigations of spatially-varying dispersion tensors based on vertical velocity profile and depth-averaged flow field,Experimental and numerical investigations of spatially-varying dispersion tensors based on vertical velocity profile and depth-averaged flow field,,161,117.625848,5,0.487437,0.538889,0.000049,1
Pressure-Assisted Sinter-Bonding Characteristics at 250 °C in Air Using Bimodal Ag-Coated Cu Particles,Pressure-Assisted Sinter-Bonding Characteristics at 250 °C in Air Using Bimodal Ag-Coated Cu Particles,,63,45.812245,5,0.462272,0.492039,0.000063,1
Public preference for increasing natural gas generation for reducing CO2 emissions in South Korea,Public preference for increasing natural gas generation for reducing CO2 emissions in South Korea,,54,39.462765,5,0.461356,0.489204,0.00008,1
A Study on the Digital Forensic Investigation Method of Clever Malware in IoT Devices,A Study on the Digital Forensic Investigation Method of Clever Malware in IoT Devices,,123,89.700503,5,0.476854,0.520633,0.000154,1
The Effect of Private Customer-Manager Social Engagement Upon Online Booking Behavior,The Effect of Private Customer-Manager Social Engagement Upon Online Booking Behavior,,160,117.071956,5,0.489693,0.539791,0.003802,1
Influence of ripening stage and cultivar on physicochemical properties and antioxidant compositions of aronia grown in South Korea,Influence of ripening stage and cultivar on physicochemical properties and antioxidant compositions of aronia grown in South Korea,,67,47.961995,5,0.46393,0.494931,0,1
Optimal share of natural gas in the electric power generation of South Korea: A note,Optimal share of natural gas in the electric power generation of South Korea: A note,,112,80.748704,5,0.474328,0.515235,0,1
A thiol-containing colorimetric chemosensor for relay recognition of Cu2+ and S2− in aqueous media with a low detection limit,A thiol-containing colorimetric chemosensor for relay recognition of Cu2+ and S2− in aqueous media with a low detection limit,,119,86.557801,5,0.475296,0.518342,0.000001,1
Microchannel Fabrication on Glass Materials for Microfluidic Devices,Microchannel Fabrication on Glass Materials for Microfluidic Devices,,55,40.117478,5,0.458991,0.487629,0.001487,1
Level set based shape optimization using trimmed hexahedral meshes,Level set based shape optimization using trimmed hexahedral meshes,,25,17.809781,5,0.448728,0.470662,0,1
The effect of additives on the performance of aqueous organic redox flow battery using quinoxaline and ferrocyanide redox couple,The effect of additives on the performance of aqueous organic redox flow battery using quinoxaline and ferrocyanide redox couple,,100,72.253591,5,0.469734,0.508749,0.00003,1
Relationship between financial income tax reform and implicit tax: Case of South Korean bond market,Relationship between financial income tax reform and implicit tax: Case of South Korean bond market,,64,46.861679,5,0.461722,0.492282,0.000103,1
Analysis of impact position based on deep learning CNN algorithm,Analysis of impact position based on deep learning CNN algorithm,,32,26.29989,5,0.445806,0.470304,0.000003,1
Transient Liquid Phase Bonding Process Using Sn-coated Cu Dendritic Particles,Transient Liquid Phase Bonding Process Using Sn-coated Cu Dendritic Particles,,19,14.023182,5,0.409427,0.435467,0,1
The effects of temperature and membrane thickness on the performance of aqueous alkaline redox flow batteries using napthoquinone and ferrocyanide as redox couple,The effects of temperature and membrane thickness on the performance of aqueous alkaline redox flow batteries using napthoquinone and ferrocyanide as redox couple,,1,0.730421,2,0.666667,0.75,0,9
"Variations of mechanical properties and texture analysis with annealing conditions of aluminum 5182, 5052 and 3003 alloys sheets","Variations of mechanical properties and texture analysis with annealing conditions of aluminum 5182, 5052 and 3003 alloys sheets",,2,1.444036,1,1,1,0.000001,9
"Production of High-Quality, Semi-dried Dorumuk (Arctoscopus japonicus) through Infrared-Assisted Air Drying","Production of High-Quality, Semi-dried Dorumuk (Arctoscopus japonicus) through Infrared-Assisted Air Drying",,10,8.017975,5,0.417504,0.439533,0.000025,1
"Effect of C, Mn and Al additions on tensile and charpy impact properties of austenitic high-manganese steels for cryogenic applications [극저온용 오스테나이트계 고망간강의 인장 및 충격 특성에 미치는 C, Mn, Al 첨가의 영향]","Effect of C, Mn and Al additions on tensile and charpy impact properties of austenitic high-manganese steels for cryogenic applications [극저온용 오스테나이트계 고망간강의 인장 및 충격 특성에 미치는 C, Mn, Al 첨가의 영향]",,58,42.526617,5,0.459534,0.488574,0.000132,1
Simultaneous control of staphylococcus aureus and bacillus cereus using a hybrid endolysin lysb4ead-lyssa11,Simultaneous control of staphylococcus aureus and bacillus cereus using a hybrid endolysin lysb4ead-lyssa11,,1,0.710713,6,0.28418,0.292884,0,0
Practical bending-angle calculation for an automated surgical plate bending apparatus,Practical bending-angle calculation for an automated surgical plate bending apparatus,,3,2.720253,5,0.353477,0.373339,0,10
In situ generation of graphene network in silicon carbide fibers: Role of iodine and carbon monoxide,In situ generation of graphene network in silicon carbide fibers: Role of iodine and carbon monoxide,,3,2.732782,5,0.353477,0.373339,0,10
Barrier option pricing with heavy tailed distribution,Barrier option pricing with heavy tailed distribution,,1,0.704226,6,0.334099,0.349628,0,1
Electrical characteristics of tin oxide films grown by thermal atomic layer deposition,Electrical characteristics of tin oxide films grown by thermal atomic layer deposition,,8,6.414111,5,0.394844,0.419072,0.000009,1
A Study on Fatigue Strength Improvement for Tension Clamp of Railway Using Work Hardening,A Study on Fatigue Strength Improvement for Tension Clamp of Railway Using Work Hardening,,4,3.325467,5,0.391261,0.413631,0.000001,6
Economies of scale in the South Korean natural gas industry,Economies of scale in the South Korean natural gas industry,,4,3.061317,6,0.36093,0.382231,0.000001,1
Trigonometric comparison measure: A feature selection method for text categorization,Trigonometric comparison measure: A feature selection method for text categorization,,25,17.98815,5,0.450639,0.472237,0.000056,1
Gait Training Algorithm of an End-Effector Typed Hybrid Walking Rehabilitation Robot,Gait Training Algorithm of an End-Effector Typed Hybrid Walking Rehabilitation Robot,,107,77.37825,5,0.472786,0.513116,0.001553,1
Detection of zinc (II) and hypochlorite by a thiourea-based chemosensor via two emission channels and its application in vivo,Detection of zinc (II) and hypochlorite by a thiourea-based chemosensor via two emission channels and its application in vivo,,15,11.188507,5,0.442922,0.463144,0.000018,1
An imine-based colorimetric chemodosimeter for the detection of hypochlorite (ClO -) in aqueous media: its application in test strips and real water samples,An imine-based colorimetric chemodosimeter for the detection of hypochlorite (ClO -) in aqueous media: its application in test strips and real water samples,,5,3.743257,5,0.349025,0.368471,0,1
Compact broadband internal monopole antenna with parasitic strips and sleeve feed for UHD-TV applications,Compact broadband internal monopole antenna with parasitic strips and sleeve feed for UHD-TV applications,,5,4.227007,5,0.376699,0.399513,0,11
R2 as a single leptoquark solution to RD (∗) and RK (∗),R2 as a single leptoquark solution to RD (∗) and RK (∗),,5,4.128027,5,0.376699,0.399513,0,11
Simplified vehicle modeling technique for design of derailment containment provisions (DCP),Simplified vehicle modeling technique for design of derailment containment provisions (DCP),,6,4.642855,5,0.388778,0.412271,0.000006,11
Performance evaluation of cementless composites with alkali-sulfate activator for field application,Performance evaluation of cementless composites with alkali-sulfate activator for field application,,2,1.492701,5,0.376943,0.398439,0,1
Modular Three-phase Single-stage Isolated AC-DC Converter for Electrolytic Capacitor-less EV DC Charging,Modular Three-phase Single-stage Isolated AC-DC Converter for Electrolytic Capacitor-less EV DC Charging,,97,70.063152,5,0.471446,0.509178,0.00099,1
